Data,Produto,Razão Não Conformidade,Tipo Não Conformidade,Rejeição (S/N),,,,,,,,
24/07/2017,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
24/07/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
21/07/2017,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
21/07/2017,Línguas,Rastreabilidade,Minor,N,,,,,,,,
21/07/2017,Bacalhau Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
20/07/2017,Bacalhau Pacífico Desfiado,Rastreabilidade,Minor,N,,,,,,,,
20/07/2017,Paloco Pacífico Desfiado,Rastreabilidade,Minor,N,,,,,,,,
20/07/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
17/07/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
14/07/2017,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
10/07/2017,Paloco Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
05/07/2017,Bacalhau Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
04/07/2017,Bacalhau Sortido 1-2,Erro Calibragem,Minor,N,,,,,,,,
29/06/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
28/06/2017,Postas Bacalhau,Defeitos embalamento,Minor,N,,,,,,,,
28/06/2017,Postas Bacalhau,Defeitos embalamento,Minor,N,,,,,,,,
28/06/2017,Paloco Pacífico Desfiado,Rastreabilidade,Minor,N,,,,,,,,
27/06/2017,Bacalhau Islândia Graúdo,Peso,Minor,N,,,,,,,,
21/06/2017,Bacalhau Pacífico Graúdo,Erro Calibragem,Minor,N,,,,,,,,
19/06/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
16/06/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
14/06/2017,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
13/06/2017,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
13/06/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
09/06/2017,Bacalhau Especial,Defeitos escala,Major,N,,,,,,,,
08/06/2017,Línguas,Defeitos embalamento,Minor,N,,,,,,,,
07/06/2017,Línguas,Defeitos embalamento,Minor,N,,,,,,,,
07/06/2017,Bacalhau Corrente,Erro Calibragem,Minor,N,,,,,,,,
29/05/2017,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
29/05/2017,"Bacalhau Sortido 0,5-1",Defeitos escala,Major,N,,,,,,,,
29/05/2017,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
22/05/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
18/05/2017,Bacalhau Graúdo,Erro Calibragem,Minor,N,,,,,,,,
18/05/2017,Bacalhau Pacífico Especial,Peso,Minor,N,,,,,,,,
18/05/2017,"Bacalhau Sortido 0,5-1",Erro Calibragem,Minor,N,,,,,,,,
17/05/2017,Línguas,Rastreabilidade,Minor,N,,,,,,,,
17/05/2017,Bacalhau Islândia Graúdo,Peso,Minor,N,,,,,,,,
16/05/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
15/05/2017,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
15/05/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
12/05/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
12/05/2017,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
10/05/2017,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
10/05/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
10/05/2017,Bacalhau Pacífico Graúdo,Peso,Minor,N,,,,,,,,
10/05/2017,Bacalhau Pacífico Especial,Peso,Minor,N,,,,,,,,
10/05/2017,Bacalhau Pacífico Crescido,Erro Calibragem,Minor,N,,,,,,,,
11/05/2017,Postas Bacalhau Pacífico,Peso,Minor,S,,,,,,,,
09/05/2017,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
08/05/2017,Bacalhau Pacífico Crescido,Peso,Minor,N,,,,,,,,
08/05/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
05/05/2017,Bacalhau Pacífico Especial,Peso,Minor,N,,,,,,,,
04/05/2017,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
03/05/2017,Bacalhau Corrente,Peso,Minor,N,,,,,,,,
02/05/2017,Bacalhau Corrente,Peso,Minor,N,,,,,,,,
02/05/2017,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
02/05/2017,Bacalhau Miúdo,Rastreabilidade,Minor,N,,,,,,,,
27/04/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
18/04/2017,Bacalhau Corrente,Rastreabilidade,Minor,N,,,,,,,,
18/04/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
13/04/2017,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
13/04/2017,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
11/04/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
10/04/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
30/03/2017,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
30/03/2017,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
29/03/2017,Bacalhau Corrente,Erro Calibragem,Minor,N,,,,,,,,
29/03/2017,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
16/03/2017,Línguas,Defeitos embalamento,Minor,N,,,,,,,,
16/03/2017,Bacalhau Pacífico Graúdo,Peso,Minor,N,,,,,,,,
16/03/2017,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
15/03/2017,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
15/03/2017,Bacalhau desfiado,Defeitos embalamento,Minor,N,,,,,,,,
13/03/2017,Bacalhau Pacificio Crescido,Peso,Minor,N,,,,,,,,
08/03/2017,Bacalhau Pacífico Crescido,Rastreabilidade,Minor,N,,,,,,,,
07/03/2017,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
07/03/2017,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
06/03/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
02/03/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
02/03/2017,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
24/02/2017,Bacalhau Noruega Especial,Rastreabilidade,Minor,N,,,,,,,,
24/02/2017,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
24/02/2017,Bacalhau Graúdo,Rastreabilidade,Minor,N,,,,,,,,
01/02/2017,Bacalhau Especial,Peso,Minor,N,,,,,,,,
27/01/2017,Bacalhau Sortido 1-2,Odor podre,Major,N,,,,,,,,
26/01/2017,Bacalhau Corrente,Peso,Minor,N,,,,,,,,
24/01/2017,Barrigas Bacalhau,Defeitos embalamento,Minor,N,,,,,,,,
18/01/2017,Bacalhau Islândia Graúdo,Parasitas,Major,N,,,,,,,,
11/01/2017,Bacalhau Crescido,Defeitos escala,Major,N,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
